Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
Animal,Jamie,España,Alava,Soria,59424,3917,607,1812,1498,1519,58,Computista,"Negocios y administración, programas multidisciplinarios o generales",married,9,detached house,other,19,female,other,unknown,intact_male,Alvera,1,sick,animalshelter
AnimalAdoption,Eric,Alemania,Almería,Madrid,79194,1815,1126,593,96,1954,53,Abogado,Mercadotecnia y publicidad,separated,3,studio,snake,18,other,other,yes,intact_female,Pedresa,11,foster,animalshelter
AnimalAdoption,Eddie,Paraguay,Santa Cruz de Tenerife,Vic,95883,3140,1760,654,726,384,97,Politólogo,Mercadotecnia y publicidad,married,17,semi-detached house,dog,7,female,bunny,no,neutered_female,Belier,20,other,animalshelter
AnimalShelter,Andrea,Costa Rica,Huesca,Almendralejo,26871,1368,254,491,623,1678,71,Lavandero,Magisterio,divorced,11,,snake,3,nobinary,cat,no,neutered_female,Persa,10,sick,animalshelter
AnimalShelter,Dorothy,Republica Dominicana,Alava,Málaga,80513,1498,464,587,447,349,64,Politólogo,ESO,single,5,quadplex,bunny,16,other,cat,yes,intact_female,Siberiano,8,vet,animalshelter
PublicationAdoption,Arthur,Costa Rica,Badajoz,Mondoñedo,29569,3503,1196,1459,848,1724,16,Botánico,Negocios y comercio,separated,16,duplex,dog,10,female,hamster,,intact_male,Sirio,11,foster,animalshelter
AnimalShelter,Megan,Colombia,Tarragona,Teruel,61961,1463,278,746,439,859,35,,"Finanzas, banca y seguros",,18,ground floor,turtles,8,female,hamster,no,unknow,Roborowski,8,unknown,animalshelter
PublicationAdoption,Ralph,Republica de Irlanda,Las Palmas de Gran Canaria,Avilés,14717,2413,15,650,1748,1767,65,Contador,Bellas artes,divorced,20,studio,dog,18,nobinary,bunny,yes,castrated_male,Tan,6,sick,animalshelter
Animal,Robert,Mexico,A Coruña,Navarra,93882,1962,158,1218,586,949,21,Contador,"Negocios y administración, programas multidisciplinarios o generales",relationship,8,quadplex,other,6,other,dog,yes,neutered_female,Irish Glen of Imaal terrier,16,foster,animalshelter
Pages,Christine,Cuba,Jaén,Badalona,92951,2577,1152,714,711,1529,47,Politólogo,"Negocios y administración, programas multidisciplinarios o generales",single,7,bungalows,snake,0,male,,,,,0,,
Pages,Eric,Cuba,Cádiz,Madrid,10627,5737,1804,1951,1982,1937,5,Secretaria,Contabilidad y fiscalización,,14,ground floor with garden,dog,8,female,,,,,0,,
AnimalShelter,Laurie,Guatemala,Tarragona,Cuenca,21116,2430,1375,555,500,360,27,Carpintero,Sociología y antropología,separated,5,quadplex,other,6,other,hamster,,neutered_female,Chino,0,unknown,animalshelter
Pages,Sarah,Guinea Ecuatorial,Zaragoza,Jaca,55378,1670,614,117,939,1960,39,Lechero,Ingeniería química,separated,7,flat,hamster,5,nobinary,,,,,0,,
Animal,Justin,Paraguay,A Coruña,Lucena,98763,2010,178,1785,47,1937,2,Contador,Bachillerato,divorced,9,duplex,snake,1,nobinary,hamster,,intact_male,Enano de Campbell,14,sick,animalshelter
Pages,Amanda,Ecuador,Cuenca,Tarragona,37720,1633,780,611,242,4,82,Sociólogo,Economía,,0,studio,other,3,,,,,,0,,
Pages,Sheldon,Costa Rica,Avila,Villanueva de la Serena,71219,4006,837,1241,1928,1178,11,Paramédico,Tecnologías de la información y comunicación,single,9,apartment,several,1,female,,,,,0,,
PublicationAdoption,Stephanie,Pakistan,Ibiza,Almadén,44866,783,64,630,89,118,11,Filólogo,Ciencias políticas,relationship,4,quadplex,turtles,4,male,snake,no,intact_female,Pitón,20,other,animalshelter
AnimalAdoption,Patricia,Colombia,Navarra,Peñarroya-Pueblonuevo,30695,2557,590,1491,476,1733,2,Artesano,Magisterio,separated,10,detached house,turtles,18,other,turtles,no,unknow,Cumberland,4,adopted,animalshelter
AnimalShelter,Terry,Singapur,Ciudad Real,Badajoz,98462,2720,320,1694,706,1280,79,Botánico,Contabilidad y fiscalización,single,14,bungalows,dog,1,other,dog,unknown,neutered_female,Frisian Pointer,16,sick,animalshelter
AnimalAdoption,Shirley,Chile,Pontevedra,Zaragoza,72492,2841,684,1670,487,454,70,Cerrajero,Economía,single,6,duplex,snake,1,other,bunny,unknown,castrated_male,Toy,14,vet,animalshelter
PublicationAdoption,Megan,Republica de Irlanda,Sevilla,Manresa,56595,4142,1785,993,1364,627,5,Arquitecto,Tecnologías de la información y comunicación,,20,detached house,dog,6,other,turtles,no,castrated_male,Cumberland,16,healthy,animalshelter
PublicationAdoption,Pamela,España,Lugo,Álava,57391,4559,1614,1187,1758,1138,29,Computista,Tecnología y protección del medio ambiente,relationship,8,ground floor,,17,,cat,,intact_female,Siberiano,6,adopted,animalshelter
AnimalShelter,Theodore,Paraguay,Palencia,Girona,41146,3895,1629,1075,1191,1799,74,Secretaria,Bellas artes,,6,terraced house,dog,7,female,bunny,unknown,intact_female,Blanco de Hotot,14,healthy,animalshelter
Pages,Magan,Bolivia,Almería,Salamanca,36836,3203,582,1766,855,1486,94,Enfermero,Criminología,,2,terraced house,,13,female,,,,,0,,
AnimalShelter,Louise,Republica de Irlanda,El Hierro,,85818,4439,1772,1634,1033,1843,14,Músico,Tecnología y protección del medio ambiente,,19,bungalows,bunny,17,nobinary,dog,unknown,neutered_female,Slovensky Cuvac,15,vet,animalshelter
PublicationAdoption,Nathaniel,Mexico,Sevilla,Ciudad Real,38610,2804,1521,262,1021,1775,100,Periodista,Administración y gestión de empresas,relationship,8,triplex,cat,2,female,snake,yes,castrated_male,Pitón,18,dead,animalshelter
Animal,Robert,Alemania,Barcelona,Madrid,16785,2773,986,802,985,330,96,Paleontólogo,Tecnología y protección del medio ambiente,divorced,0,quadplex,dog,13,female,bunny,no,intact_female,Blanco de Hotot,0,dead,animalshelter
Animal,Steven,Bolivia,Tarragona,Granollers,27998,3373,1722,174,1477,1822,86,Artesano,Sociología y antropología,married,15,loft,turtles,3,,snake,yes,unknow,Boa,1,dead,animalshelter
AnimalAdoption,Steven,Francia,Valencia,Cáceres,48073,3660,1966,316,1378,1680,45,Filólogo,Mercadotecnia y publicidad,married,7,semi-detached house,cat,15,male,other,,intact_female,Betizu,12,other,animalshelter
Animal,Timothy,Guatemala,Jaén,Montilla,26042,3353,1915,763,675,1507,43,Músico,ESO,single,14,flat,several,7,nobinary,turtles,yes,neutered_female,Caja de florida,3,foster,animalshelter
PublicationAdoption,Pearl,Reino Unido,Tenerife,Vitoria-Gasteiz,68921,1630,453,765,412,1971,43,Paleontólogo,Economía,relationship,5,,snake,14,nobinary,snake,yes,unknow,Boa,10,adopted,animalshelter
AnimalShelter,Roy,Cuba,El Hierro,Ronda,29587,4471,1466,1069,1936,24,71,Físico,Ciencias políticas,relationship,11,terraced house,other,12,male,cat,yes,castrated_male,Ruso azul,12,other,animalshelter
Animal,Kaitlin,Peru,Burgos,Córdoba,55828,2553,742,676,1135,1379,14,Politólogo,Ingeniería mecánica y metalurgia,married,14,apartment,,15,other,cat,no,intact_female,Bobtail americano,17,sick,animalshelter
PublicationAdoption,Robert,Republica Dominicana,Santa Cruz de Tenerife,Granada,26942,4197,1799,1458,940,411,70,Cerrajero,Negocios y comercio,divorced,12,terraced house,cat,4,male,bunny,yes,castrated_male,Blanco de Hotot,1,foster,animalshelter
AnimalShelter,John,Guatemala,Zamora,Telde,50742,3425,1969,495,961,981,94,Matemático,"Negocios y administración, programas multidisciplinarios o generales",relationship,9,duplex,dog,0,female,dog,unknown,intact_male,Lundehund Noruego,12,dead,animalshelter
Animal,Walter,Costa Rica,Formentera,Ourense,15542,2599,984,753,862,749,45,Frutero,Criminología,divorced,17,apartment,bunny,5,female,hamster,no,neutered_female,Chino,15,adopted,animalshelter
AnimalAdoption,Maria,Alemania,Menorca,Salamanca,16080,1514,282,857,375,474,35,Cocinero,Bellas artes,divorced,14,studio,bunny,16,other,dog,,unknow,Ovejero alemán,19,vet,animalshelter
AnimalAdoption,Jason,Bolivia,Badajoz,Zamora,69661,1052,502,53,497,966,56,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",divorced,2,studio,snake,13,male,other,,unknow,Pedresa,2,foster,animalshelter
AnimalShelter,Elena,Honduras,Tarragona,Bilbao,24510,5166,1612,1861,1693,800,8,,Tecnologías de la información y comunicación,,17,terraced house,bunny,18,female,other,,unknow,Alvera,0,unknown,animalshelter
Animal,Robert,Alemania,Avila,Las Palmas,93988,2633,1467,265,901,582,0,Bibliotecólogo,Derecho,,10,duplex,dog,18,female,other,,intact_male,Betizu,18,unknown,animalshelter
Animal,Daniel,Peru,Guadalajara,Cáceres,61224,4126,1573,1850,703,995,56,Electricista,Tecnologías de la información y comunicación,single,6,duplex,hamster,14,male,dog,,neutered_female,Bichón Habanero,10,vet,animalshelter
AnimalAdoption,Bradley,España,Zamora,Madrid,10614,1833,1375,171,287,1568,76,Músico,Psicología,single,14,triplex,dog,10,female,cat,yes,neutered_female,Persa,0,dead,animalshelter
Pages,Beverly,Francia,Alava,Alcázar de San Juan,92679,2130,174,119,1837,1862,44,Técnico de sonido,Criminología,,14,detached house,turtles,6,male,,,,,0,,
AnimalShelter,Lee,Cuba,Tenerife,Getafe,26060,3353,870,1689,794,1738,1,Físico,Trabajo y atención social,married,16,triplex,cat,20,male,snake,unknown,unknow,Mamba,3,vet,animalshelter
PublicationAdoption,Margaret,Republica de Irlanda,La Rioja,Alcázar de San Juan,20029,3094,1675,390,1029,388,52,Enfermero,Tecnologías de la información y comunicación,separated,11,terraced house,,2,other,hamster,yes,intact_female,Sirio,16,healthy,animalshelter
AnimalAdoption,Dean,Republica Dominicana,Cantabria,Morón de la Frontera,71378,1346,126,69,1151,703,98,Computista,Sociología y antropología,separated,12,triplex,,20,nobinary,snake,no,intact_male,Cabeza de cobre,1,dead,animalshelter
AnimalShelter,Adam,Argentina,Huelva,Jerez de la Frontera,37362,1463,296,770,397,1569,45,Ingeniero,Derecho,single,0,terraced house,dog,0,male,cat,no,unknow,Bobtail americano,15,healthy,animalshelter
PublicationAdoption,Edward,España,Teruel,Villaviciosa,75942,1936,935,254,747,27,37,Lavandero,Contabilidad y fiscalización,single,16,,several,2,nobinary,snake,no,unknow,Cabeza de cobre,12,unknown,animalshelter
Animal,Dewayne,Francia,Huelva,Las Palmas,29719,3573,1455,1461,657,882,33,,Tecnología y protección del medio ambiente,,1,bungalows,bunny,8,,hamster,,castrated_male,Roborowski,13,adopted,animalshelter
AnimalAdoption,Claude,India,Ibiza,Ecija,82972,3772,1584,1501,687,759,84,Músico,Ingeniería mecánica y metalurgia,divorced,2,ground floor,turtles,14,nobinary,dog,unknown,intact_male,Setter Inglés,7,foster,animalshelter
Pages,Martin,Chile,Tarragona,Sabadell,75270,1128,32,766,330,1760,23,Sociólogo,Magisterio,single,6,terraced house,turtles,17,nobinary,,,,,0,,
Animal,Thomas,Panama,Cáceres,Mieres,93944,2476,1110,488,878,802,85,Paramédico,Psicología,separated,12,loft,cat,7,other,cat,,castrated_male,Siberiano,2,sick,animalshelter
PublicationAdoption,Pedro,Malta,El Hierro,Soria,46100,2426,625,55,1746,1460,6,Profesor,Trabajo y atención social,divorced,20,detached house,hamster,8,,cat,unknown,intact_male,Bobtail americano,6,dead,animalshelter
Animal,Saul,Ecuador,Madrid,Manresa,91236,2964,291,825,1848,1981,13,Lavandero,Bachillerato,divorced,18,,dog,16,other,dog,yes,intact_female,Harrier,8,healthy,animalshelter
AnimalAdoption,Larry,Panama,Teruel,Puertollano,44376,1826,1240,329,257,690,45,Técnico de sonido,Sociología y antropología,,8,studio,cat,13,male,dog,yes,unknow,Laika Ruso Europeo,17,dead,animalshelter
PublicationAdoption,Patricia,Malta,Albacete,Jumilla,99488,2491,1177,1091,223,1075,50,Arquitecto,Criminología,separated,1,attic,hamster,0,female,other,,intact_female,Alvera,0,adopted,animalshelter
Animal,Allen,Pakistan,Burgos,Sanlúcar de Barrameda,88644,4603,1484,1188,1931,1509,45,Abogado,Sociología y antropología,single,0,semi-detached house,several,3,female,turtles,yes,intact_male,Pintada,5,other,animalshelter
PublicationAdoption,Kristie,Bolivia,Guadalajara,Santa Cruz de Tenerife,22141,1600,1318,159,123,1043,27,Físico,Ingeniería química,relationship,11,terraced house,dog,15,,snake,no,castrated_male,Serpiente de Rata Negra,9,dead,animalshelter
AnimalAdoption,Nathan,Panama,Sevilla,Soria,71003,3300,704,1563,1033,931,10,Lechero,Economía,relationship,15,bungalows,hamster,9,nobinary,turtles,no,castrated_male,Orejas amarillas,3,dead,animalshelter
AnimalShelter,Bertha,Guatemala,Ibiza,Granada,70992,1948,687,386,875,1922,69,Lechero,Contabilidad y fiscalización,divorced,2,terraced house,other,10,nobinary,hamster,unknown,castrated_male,Enano de Campbell,11,sick,animalshelter
AnimalShelter,Chastity,Alemania,Sevilla,Valdepeñas,82740,2653,194,945,1514,1832,1,Historiador,Bachillerato,divorced,0,flat,turtles,5,other,cat,no,intact_female,Somali,4,healthy,animalshelter
Pages,Lauren,Alemania,Gran Canaria,A Coruña,80647,1333,410,458,465,380,41,Lechero,Contabilidad y fiscalización,separated,6,triplex,,1,male,,,,,0,,
AnimalAdoption,Esther,Venezuela,Orense,Jaén,23345,2093,1475,50,568,602,91,Arquitecto,Ciencias políticas,single,8,loft,,5,male,bunny,,neutered_female,Gigante de Flandes,9,foster,animalshelter
AnimalAdoption,Harold,Pakistan,Tenerife,Santa Coloma de Gramenet,32732,3766,1671,1492,603,319,40,Cerrajero,Criminología,separated,13,semi-detached house,hamster,1,male,cat,no,unknow,Somali,14,vet,animalshelter
PublicationAdoption,Aaron,Peru,Ibiza,Aranjuez,21900,4501,1822,1501,1178,1825,66,Psicólogo,Psicología,married,7,,snake,4,other,dog,unknown,intact_male,Schnauzer estándar,3,other,animalshelter
AnimalShelter,Melissa,Malta,Cuenca,Sevilla,42754,2851,263,1323,1265,1459,82,Físico,"Negocios y administración, programas multidisciplinarios o generales",married,13,loft,hamster,6,nobinary,hamster,unknown,unknow,Ruso enano,2,unknown,animalshelter
AnimalShelter,Darryl,Guinea Ecuatorial,Vizcaya,Tomelloso,54969,3211,1613,473,1125,1260,14,Filólogo,Criminología,married,12,duplex,other,4,male,cat,no,intact_male,Persa,10,healthy,animalshelter
Pages,Dean,Honduras,Teruel,Córdoba,31109,2902,1272,136,1494,1505,2,Físico,Bellas artes,single,20,loft,hamster,15,,,,,,0,,
Pages,Joshua,Costa Rica,Tenerife,A Coruña,21563,3806,1111,1912,783,1159,13,Físico,Negocios y comercio,separated,13,detached house,bunny,18,nobinary,,,,,0,,
PublicationAdoption,Jonna,Francia,Pontevedra,Hellín,44062,670,8,274,388,1216,43,Abogado,Negocios y comercio,,12,loft,turtles,12,,hamster,,intact_female,Roborowski,6,vet,animalshelter
Animal,Zachary,Nicaragua,La Rioja,Tomelloso,51121,4275,911,1396,1968,63,5,Profesor,Tecnología y protección del medio ambiente,separated,3,quadplex,dog,9,male,cat,,castrated_male,Ragdol,1,foster,animalshelter
AnimalAdoption,Janis,Reino Unido,Burgos,Puente-Genil,81346,3257,146,1685,1426,1428,70,Carpintero,Trabajo y atención social,married,0,terraced house,turtles,5,female,bunny,unknown,castrated_male,Tan,0,adopted,animalshelter
AnimalShelter,Maria,Malta,Vizcaya,Ecija,17959,4165,1681,1486,998,769,69,Arquitecto,Magisterio,,8,duplex,hamster,16,other,snake,no,neutered_female,Serpiente marrón oriental,15,adopted,animalshelter
Animal,Milton,Guinea Ecuatorial,Guadalajara,Tarragona,11699,2861,514,1427,920,501,79,Cerrajero,Bachillerato,divorced,3,semi-detached house,cat,5,,hamster,,neutered_female,Enano de Campbell,10,other,animalshelter
PublicationAdoption,Michelle,India,Cáceres,Santiago de Compostela,35602,3019,1224,1767,28,625,25,Músico,Ciencias políticas,single,1,quadplex,other,9,nobinary,snake,,unknow,Serpiente de Rata Negra,15,vet,animalshelter
Animal,Sharon,Singapur,Palencia,Palencia,59833,4569,1790,1327,1452,1060,58,Artesano,Contabilidad y fiscalización,relationship,15,ground floor,,9,male,dog,yes,castrated_male,Sabueso del Tirol,11,adopted,animalshelter
AnimalAdoption,Rita,Republica Dominicana,Zamora,Alcántara,56614,1215,496,501,218,101,22,Lechero,Ciencias políticas,separated,17,flat,,15,nobinary,turtles,yes,intact_female,Bosque,1,healthy,animalshelter
PublicationAdoption,Luis,Paraguay,Salamanca,A Coruña,80573,1068,280,324,464,1848,26,Frutero,Tecnología y protección del medio ambiente,separated,15,,dog,12,male,hamster,yes,intact_male,Chino,4,adopted,animalshelter
PublicationAdoption,Rita,Guinea Ecuatorial,Albacete,Arucas,55509,4965,1890,1576,1499,536,99,Secretaria,Administración y gestión de empresas,relationship,16,apartment,cat,16,,dog,,neutered_female,Shiba Inu,1,dead,animalshelter
AnimalShelter,David,Singapur,Zaragoza,Aragon,97018,2255,559,1632,64,125,1,Abogado,Tecnología y protección del medio ambiente,divorced,10,semi-detached house,cat,3,female,hamster,no,intact_male,Ruso enano,2,sick,animalshelter
Pages,Constance,Nicaragua,Cuenca,Palma,91110,2963,412,1051,1500,606,66,Músico,Psicología,married,7,studio,cat,15,other,,,,,0,,
AnimalAdoption,Christopher,El Salvador,El Hierro,Badalona,30103,4811,1593,1999,1219,1857,39,Artesano,Bachillerato,divorced,13,detached house,cat,18,,bunny,unknown,intact_male,Gigante de Flandes,18,vet,animalshelter
PublicationAdoption,Katherine,Pakistan,Granada,Barcelona,46995,3363,1299,776,1288,1329,96,Físico,Ingeniería química,relationship,6,studio,,4,male,dog,no,unknow,Hovawart,13,vet,animalshelter
AnimalAdoption,Marlene,Reino Unido,Cáceres,Jaca,77043,772,126,75,571,133,37,Periodista,"Finanzas, banca y seguros",relationship,17,ground floor,snake,4,nobinary,dog,,castrated_male,Buhund Noruego,8,unknown,animalshelter
Animal,Jacqueline,Francia,Castellón,Ciudad Real,70055,3424,681,1980,763,686,60,Botánico,"Negocios y administración, programas multidisciplinarios o generales",relationship,17,loft,,0,female,dog,yes,unknow,Akita,11,unknown,animalshelter
AnimalAdoption,Lela,España,Guipuzcoa,Cabra,24479,2884,1050,536,1298,59,81,Psicólogo,Ingeniería Informatica,divorced,12,semi-detached house,cat,17,male,dog,no,intact_male,Gran Basset Griffon Vendeano,14,healthy,animalshelter
Pages,Edward,El Salvador,Vizcaya,Jaén,37829,3176,600,1295,1281,144,4,Lavandero,Economía,separated,9,loft,cat,12,nobinary,,,,,0,,
AnimalAdoption,Daniel,India,Alava,Lugo,43085,2378,1268,181,929,1525,19,Geógrafo,Sociología y antropología,separated,11,bungalows,hamster,13,female,snake,,neutered_female,Serpiente Mocasín de Agua,1,sick,animalshelter
PublicationAdoption,Janet,Argentina,Ciudad Real,Cáceres,74751,3745,1943,1244,558,565,27,Ingeniero,Magisterio,relationship,6,loft,several,17,other,hamster,yes,unknow,Ruso enano,7,sick,animalshelter
AnimalAdoption,David,Honduras,Jaén,Trujillo,35858,2863,1192,1374,297,1441,62,Computista,Administración y gestión de empresas,married,6,bungalows,snake,18,female,hamster,unknown,castrated_male,Roborowski,10,foster,animalshelter
Pages,June,Costa Rica,Tarragona,Getxo,50270,3705,656,1816,1233,1330,41,Químico,Tecnología y protección del medio ambiente,separated,2,attic,turtles,7,nobinary,,,,,0,,
AnimalAdoption,Leslee,Peru,Ceuta,Cáceres,95055,3050,1239,254,1557,489,31,Historiador,Negocios y comercio,divorced,12,flat,turtles,5,,snake,,castrated_male,Serpiente Mocasín de Agua,6,vet,animalshelter
PublicationAdoption,Pamela,Uruguay,Granada,Valdepeñas,99000,3787,1970,1614,203,1920,26,Farmacólogo,Ciencias políticas,single,10,ground floor with garden,cat,18,other,turtles,unknown,neutered_female,Rusa,3,foster,animalshelter
Animal,Robin,España,Formentera,Villaviciosa,51240,3297,1481,1709,107,1899,94,Lechero,Ciencias políticas,,15,loft,turtles,5,,turtles,unknown,intact_female,Orejas amarillas,14,vet,animalshelter
AnimalAdoption,Esther,Guinea Ecuatorial,Ibiza,Jaca,37471,1816,902,469,445,214,79,Carpintero,Bellas artes,divorced,3,,turtles,12,nobinary,bunny,unknown,intact_male,Belier,5,dead,animalshelter
Pages,Tiffany,Reino Unido,Soria,Bujalance,99126,4711,1181,1822,1708,715,12,Ingeniero,Tecnología y protección del medio ambiente,married,13,detached house,bunny,16,,,,,,0,,
PublicationAdoption,Melissa,El Salvador,Orense,Avilés,22734,3158,1461,840,857,1055,72,Cocinero,Ingeniería mecánica y metalurgia,separated,13,terraced house,several,15,other,dog,yes,castrated_male,Buhund Noruego,20,dead,animalshelter
Animal,Christian,Francia,Córdoba,Arucas,51589,3209,1661,248,1300,1058,25,Biólogo,Ingeniería mecánica y metalurgia,separated,19,studio,cat,15,,hamster,yes,unknow,Chino,6,sick,animalshelter
Pages,Rose,Malta,Cádiz,Cáceres,87578,3597,866,1150,1581,1122,34,Bibliotecólogo,Administración y gestión de empresas,single,6,ground floor with garden,,18,nobinary,,,,,0,,
Pages,Robert,Nicaragua,Burgos,Avilés,39086,3010,1244,1331,435,1548,31,Profesor,Criminología,married,4,loft,cat,17,female,,,,,0,,
AnimalShelter,Richard,Reino Unido,León,Puente-Genil,86091,2455,1865,180,410,1611,54,Mecánico,Ingeniería Informatica,relationship,15,attic,other,13,other,hamster,unknown,intact_male,Roborowski,4,healthy,animalshelter
AnimalShelter,Greg,El Salvador,Ibiza,Valdepeñas,60697,3008,1381,416,1211,1532,17,Electricista,Criminología,relationship,12,triplex,other,18,other,turtles,yes,castrated_male,Cumberland,15,sick,animalshelter
AnimalAdoption,Vincent,Cuba,Lanzarote,Hellín,54996,2867,1501,937,429,647,13,Paramédico,Mercadotecnia y publicidad,relationship,4,attic,turtles,5,other,other,yes,intact_male,Alvera,6,foster,animalshelter
Animal,Douglas,Guatemala,Santa Cruz de Tenerife,Vilalba,42451,2750,775,1853,122,284,52,Arquitecto,Sociología y antropología,,1,loft,cat,8,,cat,no,unknow,Persa,12,adopted,animalshelter
Pages,Scott,Mexico,Guadalajara,Puente-Genil,69914,2040,315,576,1149,296,32,Técnico de sonido,Ingeniería química,divorced,19,ground floor,snake,1,nobinary,,,,,0,,
PublicationAdoption,Janet,Uruguay,Almería,Cáceres,64967,4364,1320,1609,1435,865,80,Matemático,Ingeniería química,single,0,duplex,snake,18,male,other,,neutered_female,Duroc,1,unknown,animalshelter
PublicationAdoption,Kenneth,Alemania,Guipuzcoa,San Martín del Rey Aurelio,31069,1470,653,515,302,1766,9,Técnico de sonido,"Negocios y administración, programas multidisciplinarios o generales",married,3,terraced house,other,3,nobinary,hamster,yes,neutered_female,Sirio,7,adopted,animalshelter
Pages,John,Guinea Ecuatorial,Albacete,Cáceres,93444,4439,1919,1784,736,205,40,Biólogo,Tecnologías de la información y comunicación,relationship,6,duplex,bunny,14,female,,,,,0,,
Animal,Ruth,Reino Unido,Cádiz,Cartagena,10243,1173,824,238,111,453,3,Frutero,Bellas artes,divorced,13,studio,other,0,,cat,yes,intact_male,Birmano,3,unknown,animalshelter
PublicationAdoption,James,Republica Dominicana,Cuenca,Zaragoza,19181,721,170,544,7,241,51,Carpintero,Magisterio,married,19,ground floor with garden,,19,female,dog,no,neutered_female,Drever,6,vet,animalshelter
Animal,Robin,España,Formentera,Osuna,56841,1879,102,1523,254,1683,20,Mecánico,Magisterio,separated,20,studio,,17,nobinary,cat,,castrated_male,Ruso azul,19,dead,animalshelter
AnimalShelter,William,Venezuela,Vizcaya,Santurtzi,97599,2415,1131,50,1234,1855,98,Lechero,Contabilidad y fiscalización,divorced,14,detached house,snake,14,male,bunny,,unknow,English angora,6,adopted,animalshelter
PublicationAdoption,Brenda,Cuba,Asturias,Pola de Siero,94343,3011,1066,1772,173,1350,79,Politólogo,Sociología y antropología,married,19,duplex,dog,18,other,hamster,unknown,unknow,Sirio,0,vet,animalshelter
AnimalAdoption,Craig,India,Asturias,Alcalá de Henares,19873,2438,490,1198,750,1642,92,Paramédico,Economía,married,20,bungalows,snake,2,female,dog,,neutered_female,Sabueso de Hannover,18,other,animalshelter
Pages,Billie,Cuba,Avila,Soria,99750,4025,896,1657,1472,232,73,,Economía,divorced,4,quadplex,turtles,6,male,,,,,0,,
AnimalAdoption,Christopher,Cuba,Ciudad Real,Aragon,47683,2880,858,1615,407,112,33,Contador,Psicología,married,0,semi-detached house,bunny,17,male,turtles,,intact_female,Rusa,10,healthy,animalshelter
PublicationAdoption,Carmen,Argentina,Teruel,Valladolid,81851,3962,1865,640,1457,841,6,Geógrafo,ESO,separated,13,ground floor with garden,snake,7,,dog,yes,castrated_male,English Toy Terrier,0,unknown,animalshelter
Animal,Samuel,Bolivia,Albacete,Pola de Siero,61402,1703,27,1054,622,1045,99,Mecánico,Bellas artes,,8,bungalows,hamster,13,nobinary,cat,unknown,intact_male,Bobtail americano,9,sick,animalshelter
AnimalAdoption,Michael,Colombia,Segovia,Guernica,46972,3475,1377,120,1978,931,88,Carpintero,ESO,divorced,15,studio,hamster,10,nobinary,cat,unknown,neutered_female,Persa,0,foster,animalshelter
Animal,Donald,Cuba,Girona,Aragon,37761,2557,1021,52,1484,112,94,Abogado,Ciencias políticas,separated,18,triplex,other,18,other,dog,yes,intact_male,Chihuahua,3,unknown,animalshelter
AnimalShelter,Mamie,Honduras,Alava,Galicia,52173,3710,37,1957,1716,566,45,Músico,"Negocios y administración, programas multidisciplinarios o generales",divorced,13,ground floor with garden,bunny,13,nobinary,turtles,,castrated_male,Cumberland,5,foster,animalshelter
PublicationAdoption,Eddie,Cuba,Barcelona,Cáceres,30196,5029,1596,1516,1917,1398,15,Matemático,Mercadotecnia y publicidad,divorced,18,triplex,cat,4,,dog,no,castrated_male,Cavalier King Charles Spaniel,10,foster,animalshelter
Pages,Debra,Singapur,A Coruña,Extremadura,22410,3678,167,1833,1678,831,14,Paleontólogo,Contabilidad y fiscalización,relationship,4,studio,bunny,14,nobinary,,,,,0,,
Animal,Sherman,Malta,Tenerife,Villarrobledo,24310,3383,1398,1734,251,73,35,Matemático,Tecnologías de la información y comunicación,separated,20,bungalows,turtles,14,male,cat,,neutered_female,Ruso azul,20,healthy,animalshelter
Pages,Shannon,Panama,Murcia,Tarragona,39178,1531,320,964,247,729,76,,Contabilidad y fiscalización,divorced,12,flat,cat,3,other,,,,,0,,
AnimalAdoption,Christy,Mexico,Badajoz,Guadix,21609,1090,345,119,626,509,50,Carpintero,Tecnologías de la información y comunicación,single,7,flat,several,2,other,snake,yes,intact_male,Serpiente de Rata Negra,16,sick,animalshelter
Pages,Beverly,El Salvador,Tenerife,Puente-Genil,13028,3443,1959,448,1036,768,19,Arquitecto,Psicología,divorced,1,studio,turtles,18,other,,,,,0,,
AnimalShelter,Glenda,Peru,Burgos,La Orotava,45404,1194,365,785,44,1745,58,Frutero,Ingeniería química,,7,ground floor,turtles,8,other,snake,,castrated_male,Cobra,1,other,animalshelter
Pages,Patrick,Panama,Soria,Alcázar de San Juan,61643,1597,576,595,426,970,99,Filólogo,Derecho,separated,11,ground floor with garden,turtles,1,other,,,,,0,,
Pages,Garland,Paraguay,La Palma,Tomelloso,73453,2015,394,583,1038,751,28,Profesor,Mercadotecnia y publicidad,separated,15,terraced house,,10,female,,,,,0,,
Pages,Ernesto,Republica de Irlanda,Formentera,Girona,23910,3804,1164,1832,808,999,83,,Economía,separated,12,,bunny,8,female,,,,,0,,
AnimalShelter,James,Uruguay,Valladolid,La Orotava,93715,3056,1382,1066,608,1658,84,Psicólogo,Ingeniería mecánica y metalurgia,married,14,ground floor,several,15,nobinary,hamster,yes,unknow,Ruso enano,8,vet,animalshelter
